Ad schedule day and hour report
1 October 2025 - 31 December 2025
Day of the week,Hour of the day,Campaign,Currency code,Avg. CPM,Impr.,Interactions,Interaction rate,Avg. cost,Cost,Conv. rate,Conversions,Cost / conv.
Saturday,12,Rem | EU | DE,EUR,53.54,65,4,6.15%,0.87,3.48,0.00%,0.00,0.00
Friday,16,Rem | EU | DE,EUR,1.12,41,2,4.88%,0.02,0.05,0.00%,0.00,0.00
Wednesday,22,Rem | NL,EUR,5.54,122,1,0.82%,0.68,0.68,0.00%,0.00,0.00
Monday,23,Rem | NL,EUR,13.03,30,1,3.33%,0.39,0.39,0.00%,0.00,0.00
Saturday,11,PMax | Rem | FR,EUR,16.11,506,25,4.94%,0.33,8.15,0.00%,0.00,0.00
Tuesday,1,PMax | Rem | FR,EUR,0.77,31,3,9.68%,0.01,0.02,0.00%,0.00,0.00
Monday,13,PMax | Rem | FR,EUR,4.37,118,9,7.63%,0.06,0.52,0.00%,0.00,0.00
Sunday,9,PMax | Rem | FR,EUR,29.40,249,15,6.02%,0.49,7.32,0.00%,0.00,0.00
Friday,0,S | General | NL,EUR,64.33,30,3,10.00%,0.64,1.93,0.00%,0.00,0.00
Friday,7,S | General | NL,EUR,50.23,130,8,6.15%,0.82,6.53,0.00%,0.00,0.00
Friday,18,S | General | NL,EUR,167.61,186,22,11.83%,1.42,31.18,13.64%,3.00,10.39
Sunday,13,S | General | NL,EUR,51.58,283,11,3.89%,1.33,14.60,9.09%,1.00,14.60
Friday,8,S | General | EU | DE,EUR,79.93,68,4,5.88%,1.36,5.44,0.00%,0.00,0.00
Friday,17,S | General | EU | DE,EUR,38.00,40,1,2.50%,1.52,1.52,0.00%,0.00,0.00
Wednesday,22,S | General | EU | DE,EUR,15.93,27,1,3.70%,0.43,0.43,0.00%,0.00,0.00
Tuesday,13,S | General | EU | DE,EUR,110.69,62,5,8.06%,1.37,6.86,0.00%,0.00,0.00
Sunday,0,S | General | EU | DE,EUR,178.33,18,1,5.56%,3.21,3.21,0.00%,0.00,0.00
Monday,12,S | Brand | EU | EN,EUR,5.00,2,1,50.00%,0.01,0.01,0.00%,0.00,0.00
Saturday,8,PMax | Rem | EU | EN,EUR,7.47,"1,090",70,6.42%,0.12,8.14,0.00%,0.00,0.00
Wednesday,0,PMax | Rem | EU | EN,EUR,5.90,592,46,7.77%,0.08,3.49,2.17%,1.00,3.49
Sunday,16,PMax | Rem | EU | EN,EUR,4.25,"1,226",61,4.98%,0.09,5.21,0.00%,0.00,0.00
Sunday,22,S | General | EU | FR,EUR,14.12,17,1,5.88%,0.24,0.24,0.00%,0.00,0.00
Friday,7,PMax | Rem | DE,EUR,13.36,243,5,2.06%,0.65,3.25,0.00%,0.00,0.00
Thursday,7,PMax | Rem | DE,EUR,12.95,390,11,2.82%,0.46,5.05,0.00%,0.00,0.00
Sunday,12,PMax | Rem | DE,EUR,22.07,403,11,2.73%,0.81,8.90,0.00%,0.00,0.00
Saturday,10,PMax | Rem | UK,EUR,30.36,275,18,6.55%,0.46,8.35,0.00%,0.00,0.00
Friday,16,PMax | Rem | UK,EUR,31.40,232,7,3.02%,1.04,7.28,0.00%,0.00,0.00
Wednesday,9,PMax | Rem | UK,EUR,3.85,187,3,1.60%,0.24,0.72,0.00%,0.00,0.00
Tuesday,18,PMax | Rem | UK,EUR,0.45,"5,732",58,1.01%,0.04,2.58,0.00%,0.00,0.00
Sunday,22,PMax | Rem | UK,EUR,0.49,"20,320",177,0.87%,0.06,9.89,0.00%,0.00,0.00
Saturday,16,PMAX | shopping | EU | EN,EUR,0.34,"5,876",15,0.26%,0.13,1.99,0.00%,0.00,0.00
Thursday,7,PMAX | shopping | EU | EN,EUR,0.70,"1,441",12,0.83%,0.08,1.01,0.00%,0.00,0.00
Thursday,10,S | Brand | EU | DE,EUR,0.00,21,0,0.00%,0,0.00,0.00%,0.00,0.00
Wednesday,0,S | Brand | EU | DE,EUR,0.00,2,0,0.00%,0,0.00,0.00%,0.00,0.00
Monday,10,Rem | EU | EN,EUR,0.00,68,0,0.00%,0,0.00,0.00%,0.00,0.00
Wednesday,3,Rem | NL,EUR,0.00,6,0,0.00%,0,0.00,0.00%,0.00,0.00
Wednesday,18,Rem | NL,EUR,0.00,125,0,0.00%,0,0.00,0.00%,0.00,0.00
Tuesday,5,Rem | NL,EUR,0.00,3,0,0.00%,0,0.00,0.00%,0.00,0.00
Tuesday,23,Rem | NL,EUR,0.00,104,0,0.00%,0,0.00,0.00%,0.00,0.00
Monday,9,Rem | NL,EUR,0.00,96,0,0.00%,0,0.00,0.00%,0.00,0.00
Friday,5,S | General | NL,EUR,0.00,8,0,0.00%,0,0.00,0.00%,0.00,0.00
Tuesday,17,S | General | EU | DE,EUR,0.00,33,0,0.00%,0,0.00,0.00%,0.00,0.00
Saturday,2,S | General | EU | FR,EUR,0.00,3,0,0.00%,0,0.00,0.00%,0.00,0.00
Wednesday,0,S | General | EU | FR,EUR,0.00,5,0,0.00%,0,0.00,0.00%,0.00,0.00
Wednesday,4,S | General | EU | FR,EUR,0.00,1,0,0.00%,0,0.00,0.00%,0.00,0.00
Monday,3,S | General | EU | FR,EUR,0.00,1,0,0.00%,0,0.00,0.00%,0.00,0.00
Monday,2,PMAX | shopping | EU | EN,EUR,0.00,140,0,0.00%,0,0.00,0.00%,0.00,0.00
Friday,10,S | General | UK,EUR,77.96,66,5,7.58%,1.03,5.15,20.00%,1.00,5.15
Wednesday,23,S | General | UK,EUR,29.65,62,4,6.45%,0.46,1.84,0.00%,0.00,0.00
Tuesday,19,S | General | UK,EUR,76.83,69,9,13.04%,0.59,5.30,0.00%,0.00,0.00
Tuesday,23,S | General | UK,EUR,41.25,93,7,7.53%,0.55,3.84,0.00%,0.00,0.00
Wednesday,13,S | Brand | EU | DE,EUR,0.38,26,1,3.85%,0.01,0.01,0.00%,0.00,0.00
Tuesday,11,S | Brand | EU | DE,EUR,1788.89,9,2,22.22%,8.05,16.10,0.00%,0.00,0.00
Tuesday,14,S | Brand | EU | DE,EUR,2.50,4,1,25.00%,0.01,0.01,100.00%,1.00,0.01
Monday,12,S | Brand | EU | DE,EUR,2.00,5,1,20.00%,0.01,0.01,100.00%,1.00,0.01
Monday,19,S | Brand | EU | DE,EUR,1.91,15,3,20.00%,0.01,0.03,33.33%,1.00,0.03
Sunday,22,S | Brand | EU | DE,EUR,1076.36,22,1,4.55%,23.68,23.68,0.00%,0.00,0.00
Wednesday,13,PMax | Rem | NL | New,EUR,10.73,"2,008",105,5.23%,0.21,21.55,0.00%,0.00,0.00
Sunday,12,S | General | EU | EN,EUR,41.18,109,9,8.26%,0.50,4.49,11.11%,1.00,4.49
Saturday,3,Rem | EU | EN,EUR,35.87,14,1,7.14%,0.50,0.50,0.00%,0.00,0.00
Friday,6,Rem | NL,EUR,13.06,68,1,1.47%,0.89,0.89,0.00%,0.00,0.00
Monday,21,Rem | NL,EUR,13.36,122,1,0.82%,1.63,1.63,0.00%,0.00,0.00
Friday,1,PMax | Rem | FR,EUR,2.67,80,10,12.50%,0.02,0.21,0.00%,0.00,0.00
Thursday,7,PMax | Rem | FR,EUR,12.50,165,21,12.73%,0.10,2.06,0.00%,0.00,0.00
Wednesday,5,PMax | Rem | FR,EUR,10.97,44,1,2.27%,0.48,0.48,0.00%,0.00,0.00
Wednesday,6,PMax | Rem | FR,EUR,30.08,113,11,9.73%,0.31,3.40,0.00%,0.00,0.00
Wednesday,12,PMax | Rem | FR,EUR,27.60,75,1,1.33%,2.07,2.07,0.00%,0.00,0.00
Wednesday,20,PMax | Rem | FR,EUR,5.16,76,7,9.21%,0.06,0.39,0.00%,0.00,0.00
Wednesday,21,PMax | Rem | FR,EUR,3.39,144,16,11.11%,0.03,0.49,0.00%,0.00,0.00
Thursday,22,S | General | NL,EUR,51.17,198,9,4.55%,1.13,10.13,0.00%,0.00,0.00
Monday,12,S | General | NL,EUR,73.40,232,14,6.03%,1.22,17.03,0.00%,0.00,0.00
Sunday,0,S | General | NL,EUR,93.77,60,5,8.33%,1.13,5.63,0.00%,0.00,0.00
Sunday,8,S | General | NL,EUR,120.67,210,20,9.52%,1.27,25.34,15.00%,3.00,8.45
Sunday,23,S | General | NL,EUR,49.21,153,11,7.19%,0.68,7.53,0.00%,0.00,0.00
Wednesday,15,S | General | EU | DE,EUR,31.67,78,1,1.28%,2.47,2.47,0.00%,0.00,0.00
Saturday,14,S | Brand | UK,EUR,5.00,2,1,50.00%,0.01,0.01,0.00%,0.00,0.00
Friday,14,S | Brand | UK,EUR,5150.00,2,1,50.00%,10.30,10.30,0.00%,0.00,0.00
Thursday,5,PMax | Rem | EU | EN,EUR,4.61,263,35,13.31%,0.03,1.21,0.00%,0.00,0.00
Thursday,7,PMax | Rem | EU | EN,EUR,11.98,608,75,12.34%,0.10,7.28,0.00%,0.00,0.00
Thursday,14,PMax | Rem | EU | EN,EUR,3.63,883,68,7.70%,0.05,3.20,0.00%,0.00,0.00
Wednesday,14,PMax | Rem | EU | EN,EUR,6.58,"1,264",131,10.36%,0.06,8.32,0.00%,0.00,0.00
Sunday,5,PMax | Rem | EU | EN,EUR,5.59,264,27,10.23%,0.05,1.48,0.00%,0.00,0.00
Sunday,6,PMax | Rem | EU | EN,EUR,11.09,457,36,7.88%,0.14,5.07,0.00%,0.00,0.00
Sunday,8,PMax | Rem | EU | EN,EUR,7.60,"1,333",82,6.15%,0.12,10.13,0.00%,0.00,0.00
Friday,11,S | General | EU | FR,EUR,44.76,42,3,7.14%,0.63,1.88,0.00%,0.00,0.00
Friday,12,S | General | EU | FR,EUR,352.85,32,9,28.13%,1.25,11.29,0.00%,0.00,0.00
Friday,19,S | General | EU | FR,EUR,22.27,22,1,4.55%,0.49,0.49,0.00%,0.00,0.00
Thursday,13,S | General | EU | FR,EUR,29.68,31,1,3.23%,0.92,0.92,0.00%,0.00,0.00
Tuesday,8,S | General | EU | FR,EUR,15.00,25,1,4.00%,0.38,0.38,0.00%,0.00,0.00
Monday,16,S | General | EU | FR,EUR,58.90,18,1,5.56%,1.06,1.06,0.00%,0.00,0.00
Wednesday,15,S | Brand | NL,EUR,34.50,20,9,45.00%,0.08,0.69,0.00%,0.00,0.00
Sunday,21,S | Brand | NL,EUR,81.33,42,13,30.95%,0.26,3.42,15.38%,2.00,1.71
Sunday,21,PMax | Rem | DE,EUR,5.59,524,12,2.29%,0.24,2.93,8.33%,1.00,2.93
Monday,0,PMax | Rem | UK,EUR,0.38,"25,100",275,1.10%,0.04,9.66,0.36%,1.00,9.66
Wednesday,5,PMAX | shopping | EU | EN,EUR,0.27,"1,118",5,0.45%,0.06,0.30,0.00%,0.00,0.00
Tuesday,10,PMAX | shopping | EU | EN,EUR,0.26,"16,799",69,0.41%,0.06,4.37,0.00%,0.00,0.00
Saturday,23,S | Brand | EU | DE,EUR,0.00,5,0,0.00%,0,0.00,0.00%,0.00,0.00
Thursday,2,S | Brand | EU | DE,EUR,0.00,3,0,0.00%,0,0.00,0.00%,0.00,0.00
Monday,1,S | General | EU | EN,EUR,0.00,6,0,0.00%,0,0.00,0.00%,0.00,0.00
Friday,4,Rem | EU | DE,EUR,0.00,23,0,0.00%,0,0.00,0.00%,0.00,0.00
Thursday,4,Rem | EU | DE,EUR,0.00,12,0,0.00%,0,0.00,0.00%,0.00,0.00
Wednesday,17,Rem | EU | DE,EUR,0.00,17,0,0.00%,0,0.00,0.00%,0.00,0.00
Monday,6,Rem | EU | DE,EUR,0.00,20,0,0.00%,0,0.00,0.00%,0.00,0.00
Friday,5,Rem | NL,EUR,0.00,8,0,0.00%,0,0.00,0.00%,0.00,0.00
Thursday,4,Rem | NL,EUR,0.00,9,0,0.00%,0,0.00,0.00%,0.00,0.00
Tuesday,7,Rem | NL,EUR,0.00,55,0,0.00%,0,0.00,0.00%,0.00,0.00
Sunday,11,Rem | NL,EUR,0.00,103,0,0.00%,0,0.00,0.00%,0.00,0.00
Tuesday,3,S | General | NL,EUR,0.00,5,0,0.00%,0,0.00,0.00%,0.00,0.00
Wednesday,2,S | General | EU | DE,EUR,0.00,5,0,0.00%,0,0.00,0.00%,0.00,0.00
Friday,7,S | General | EU | FR,EUR,0.00,13,0,0.00%,0,0.00,0.00%,0.00,0.00
Monday,19,S | General | EU | FR,EUR,0.00,10,0,0.00%,0,0.00,0.00%,0.00,0.00
Sunday,20,S | Brand | EU | FR,EUR,0.00,1,0,0.00%,0,0.00,0.00%,0.00,0.00
Wednesday,5,PMax | Rem | UK,EUR,0.05,28,0,0.00%,0,0.00,0.00%,0.00,0.00
Monday,4,Rem | EU | FR,EUR,0.00,3,0,0.00%,0,0.00,0.00%,0.00,0.00
Saturday,3,S | General | UK,EUR,138.89,9,2,22.22%,0.63,1.25,0.00%,0.00,0.00
Friday,8,S | General | UK,EUR,39.58,48,3,6.25%,0.63,1.90,0.00%,0.00,0.00
Thursday,9,S | General | UK,EUR,124.46,74,8,10.81%,1.15,9.21,0.00%,0.00,0.00
Sunday,21,S | General | UK,EUR,86.91,135,12,8.89%,0.98,11.73,16.67%,2.00,5.87
Friday,2,PMax | Rem | NL | New,EUR,8.31,216,6,2.78%,0.30,1.79,0.00%,0.00,0.00
Friday,14,PMax | Rem | NL | New,EUR,22.49,"1,410",63,4.47%,0.50,31.71,3.25%,2.05,15.49
Saturday,6,S | General | EU | EN,EUR,5.60,25,1,4.00%,0.14,0.14,0.00%,0.00,0.00
Friday,9,S | General | EU | EN,EUR,64.43,98,6,6.12%,1.05,6.31,0.00%,0.00,0.00
Thursday,22,S | General | EU | EN,EUR,34.43,111,5,4.50%,0.76,3.82,0.00%,0.00,0.00
Wednesday,15,S | General | EU | EN,EUR,26.66,81,6,7.41%,0.36,2.16,0.00%,0.00,0.00
Tuesday,2,S | General | EU | EN,EUR,85.00,6,1,16.67%,0.51,0.51,0.00%,0.00,0.00
Tuesday,9,S | General | EU | EN,EUR,26.67,81,3,3.70%,0.72,2.16,0.00%,0.00,0.00
Tuesday,13,S | General | EU | EN,EUR,35.18,67,5,7.46%,0.47,2.36,0.00%,0.00,0.00
Monday,6,Rem | EU | EN,EUR,9.02,135,1,0.74%,1.22,1.22,0.00%,0.00,0.00
Saturday,0,Rem | EU | DE,EUR,89.86,24,2,8.33%,1.08,2.16,0.00%,0.00,0.00
Wednesday,22,Rem | EU | DE,EUR,34.88,19,1,5.26%,0.66,0.66,0.00%,0.00,0.00
Friday,20,Rem | NL,EUR,10.70,215,3,1.40%,0.77,2.30,0.00%,0.00,0.00
Thursday,18,Rem | NL,EUR,3.17,242,1,0.41%,0.77,0.77,0.00%,0.00,0.00
Friday,4,PMax | Rem | FR,EUR,7.17,107,11,10.28%,0.07,0.77,0.00%,0.00,0.00
Monday,5,PMax | Rem | FR,EUR,3.28,50,3,6.00%,0.05,0.16,0.00%,0.00,0.00
Thursday,13,S | General | NL,EUR,75.90,148,13,8.78%,0.86,11.23,7.69%,1.00,11.23
Tuesday,10,S | General | NL,EUR,86.24,191,11,5.76%,1.50,16.47,0.00%,0.00,0.00
Monday,11,S | General | NL,EUR,78.04,207,14,6.76%,1.15,16.15,0.00%,0.00,0.00
Friday,18,S | General | EU | DE,EUR,82.55,35,3,8.57%,0.96,2.89,0.00%,0.00,0.00
Thursday,14,S | General | EU | DE,EUR,166.49,57,3,5.26%,3.16,9.49,0.00%,0.00,0.00
Wednesday,8,S | General | EU | DE,EUR,65.83,60,2,3.33%,1.98,3.95,0.00%,0.00,0.00
Monday,5,S | General | EU | DE,EUR,102.50,12,1,8.33%,1.23,1.23,0.00%,0.00,0.00
Monday,21,S | General | EU | DE,EUR,208.27,27,1,3.70%,5.62,5.62,0.00%,0.00,0.00
Friday,17,PMax | Rem | EU | EN,EUR,15.33,893,68,7.61%,0.20,13.69,0.00%,0.00,0.00
Wednesday,15,PMax | Rem | EU | EN,EUR,11.53,"1,223",82,6.70%,0.17,14.10,1.22%,1.00,14.10
Wednesday,18,PMax | Rem | EU | EN,EUR,8.55,923,52,5.63%,0.15,7.90,0.00%,0.00,0.00
Tuesday,0,PMax | Rem | EU | EN,EUR,5.84,355,28,7.89%,0.07,2.07,0.00%,0.00,0.00
Sunday,4,PMax | Rem | EU | EN,EUR,6.95,195,13,6.67%,0.10,1.36,0.00%,0.00,0.00
Wednesday,9,S | General | EU | FR,EUR,191.90,19,4,21.05%,0.91,3.65,0.00%,0.00,0.00
Friday,8,S | Brand | NL,EUR,124.05,33,14,42.42%,0.29,4.09,17.86%,2.50,1.64
Thursday,13,S | Brand | NL,EUR,3.89,18,6,33.33%,0.01,0.07,50.00%,3.00,0.02
Wednesday,9,S | Brand | NL,EUR,86.25,32,15,46.88%,0.18,2.76,13.33%,2.00,1.38
Sunday,8,S | Brand | NL,EUR,8.82,17,2,11.76%,0.08,0.15,0.00%,0.00,0.00
Friday,10,PMax | Rem | DE,EUR,19.04,430,22,5.12%,0.37,8.19,0.00%,0.00,0.00
Thursday,1,PMax | Rem | DE,EUR,2.25,188,32,17.02%,0.01,0.42,0.00%,0.00,0.00
Thursday,10,PMax | Rem | DE,EUR,9.50,538,24,4.46%,0.21,5.11,0.00%,0.00,0.00
Wednesday,7,PMax | Rem | DE,EUR,36.29,295,12,4.07%,0.89,10.71,0.00%,0.00,0.00
Saturday,8,PMax | Rem | UK,EUR,12.61,145,2,1.38%,0.91,1.83,0.00%,0.00,0.00
Thursday,22,PMax | Rem | UK,EUR,1.14,"5,678",29,0.51%,0.22,6.47,0.00%,0.00,0.00
Tuesday,20,PMax | Rem | UK,EUR,3.34,244,51,20.90%,0.02,0.81,0.00%,0.00,0.00
Sunday,3,Rem | EU | FR,EUR,7.57,19,2,10.53%,0.07,0.14,0.00%,0.00,0.00
Friday,10,PMAX | shopping | EU | EN,EUR,0.12,"3,166",9,0.28%,0.04,0.38,0.00%,0.00,0.00
Tuesday,12,PMAX | shopping | EU | EN,EUR,0.16,"36,527",122,0.33%,0.05,6.03,0.00%,0.00,0.00
Saturday,16,S | Brand | EU | DE,EUR,0.00,14,0,0.00%,0,0.00,0.00%,0.00,0.00
Thursday,7,S | Brand | EU | DE,EUR,0.00,10,0,0.00%,0,0.00,0.00%,0.00,0.00
Thursday,17,S | Brand | EU | DE,EUR,0.00,8,0,0.00%,0,0.00,0.00%,0.00,0.00
Friday,20,Rem | EU | EN,EUR,0.00,4,0,0.00%,0,0.00,0.00%,0.00,0.00
Friday,8,Rem | NL,EUR,0.00,72,0,0.00%,0,0.00,0.00%,0.00,0.00
Wednesday,13,Rem | NL,EUR,0.00,86,0,0.00%,0,0.00,0.00%,0.00,0.00
Wednesday,2,S | General | NL,EUR,0.00,3,0,0.00%,0,0.00,0.00%,0.00,0.00
Sunday,6,S | General | EU | DE,EUR,0.00,16,0,0.00%,0,0.00,0.00%,0.00,0.00
Sunday,16,S | Brand | UK,EUR,0.00,2,0,0.00%,0,0.00,0.00%,0.00,0.00
Friday,0,S | General | EU | FR,EUR,0.00,7,0,0.00%,0,0.00,0.00%,0.00,0.00
Wednesday,6,S | General | EU | FR,EUR,0.00,8,0,0.00%,0,0.00,0.00%,0.00,0.00
Monday,1,S | General | EU | FR,EUR,0.00,1,0,0.00%,0,0.00,0.00%,0.00,0.00
Friday,18,Rem | EU | FR,EUR,0.00,13,0,0.00%,0,0.00,0.00%,0.00,0.00
Friday,12,PMAX | shopping | EU | EN,EUR,0.00,85,0,0.00%,0,0.00,0.00%,0.00,0.00
Sunday,2,S | General | UK,EUR,46.67,12,1,8.33%,0.56,0.56,0.00%,0.00,0.00
Wednesday,7,S | General | NL,EUR,70.15,155,10,6.45%,1.09,10.87,0.00%,0.00,0.00
Tuesday,14,S | General | NL,EUR,71.49,186,13,6.99%,1.02,13.30,15.38%,2.00,6.65
Sunday,11,S | General | NL,EUR,118.92,253,17,6.72%,1.77,30.09,5.88%,1.00,30.09
Saturday,7,S | General | EU | DE,EUR,51.05,57,2,3.51%,1.46,2.91,0.00%,0.00,0.00
Friday,22,S | General | EU | DE,EUR,24.29,49,1,2.04%,1.19,1.19,0.00%,0.00,0.00
Wednesday,19,S | General | EU | DE,EUR,72.00,30,2,6.67%,1.08,2.16,0.00%,0.00,0.00
Tuesday,23,S | General | EU | DE,EUR,57.86,14,1,7.14%,0.81,0.81,0.00%,0.00,0.00
Monday,14,S | General | EU | DE,EUR,155.03,80,7,8.75%,1.77,12.40,0.00%,0.00,0.00
Monday,17,S | General | EU | DE,EUR,47.07,41,2,4.88%,0.97,1.93,0.00%,0.00,0.00
Sunday,20,S | Brand | UK,EUR,5.00,2,1,50.00%,0.01,0.01,0.00%,0.00,0.00
Saturday,5,PMax | Rem | EU | EN,EUR,4.68,242,21,8.68%,0.05,1.13,0.00%,0.00,0.00
Wednesday,9,PMax | Rem | EU | EN,EUR,4.80,"1,138",95,8.35%,0.06,5.47,0.00%,0.00,0.00
Wednesday,16,PMax | Rem | EU | EN,EUR,13.31,"1,084",74,6.83%,0.19,14.43,0.00%,0.00,0.00
Tuesday,6,PMax | Rem | EU | EN,EUR,3.38,447,24,5.37%,0.06,1.51,0.00%,0.00,0.00
Saturday,19,S | General | EU | FR,EUR,48.04,55,3,5.45%,0.88,2.64,0.00%,0.00,0.00
Friday,9,S | General | EU | FR,EUR,108.10,33,3,9.09%,1.19,3.57,0.00%,0.00,0.00
Friday,20,S | General | EU | FR,EUR,70.00,17,1,5.88%,1.19,1.19,0.00%,0.00,0.00
Tuesday,9,S | General | EU | FR,EUR,101.48,46,5,10.87%,0.93,4.67,0.00%,0.00,0.00
Monday,0,S | General | EU | FR,EUR,136.67,6,1,16.67%,0.82,0.82,0.00%,0.00,0.00
Monday,21,S | General | EU | FR,EUR,36.18,34,3,8.82%,0.41,1.23,0.00%,0.00,0.00
Saturday,4,PMax | Rem | NL | New,EUR,7.34,59,5,8.47%,0.09,0.43,0.00%,0.00,0.00
Saturday,18,PMax | Rem | NL | New,EUR,18.52,"1,681",87,5.18%,0.36,31.14,0.00%,0.00,0.00
Tuesday,11,PMax | Rem | NL | New,EUR,10.65,"2,557",125,4.89%,0.22,27.24,1.60%,2.00,13.62
Monday,2,PMax | Rem | NL | New,EUR,4.70,208,11,5.29%,0.09,0.98,0.00%,0.00,0.00
Monday,21,PMax | Rem | NL | New,EUR,16.01,"2,605",108,4.15%,0.39,41.72,0.20%,0.21,196.78
Sunday,16,PMax | Rem | NL | New,EUR,13.64,"2,409",116,4.82%,0.28,32.85,0.86%,1.00,32.85
Thursday,9,S | General | EU | EN,EUR,105.48,73,10,13.70%,0.77,7.70,0.00%,0.00,0.00
Thursday,13,S | General | EU | EN,EUR,28.05,69,5,7.25%,0.39,1.94,0.00%,0.00,0.00
Wednesday,10,S | General | EU | EN,EUR,121.56,84,6,7.14%,1.70,10.21,16.67%,1.00,10.21
Monday,6,S | General | EU | EN,EUR,24.62,26,1,3.85%,0.64,0.64,0.00%,0.00,0.00
Sunday,7,Rem | EU | EN,EUR,0.48,10,1,10.00%,0.00,0.00,0.00%,0.00,0.00
Friday,20,Rem | EU | DE,EUR,0.21,52,1,1.92%,0.01,0.01,0.00%,0.00,0.00
Thursday,5,Rem | EU | DE,EUR,84.05,26,2,7.69%,1.09,2.19,0.00%,0.00,0.00
Saturday,19,Rem | NL,EUR,26.33,187,2,1.07%,2.46,4.92,0.00%,0.00,0.00
Wednesday,19,Rem | NL,EUR,1.77,141,1,0.71%,0.25,0.25,0.00%,0.00,0.00
Monday,0,Rem | NL,EUR,18.85,87,1,1.15%,1.64,1.64,0.00%,0.00,0.00
Monday,10,Rem | NL,EUR,7.93,135,1,0.74%,1.07,1.07,0.00%,0.00,0.00
Thursday,11,PMax | Rem | FR,EUR,16.96,143,4,2.80%,0.61,2.42,0.00%,0.00,0.00
Thursday,12,PMax | Rem | FR,EUR,2.50,133,17,12.78%,0.02,0.33,0.00%,0.00,0.00
Wednesday,23,PMax | Rem | FR,EUR,14.60,259,31,11.97%,0.12,3.78,0.00%,0.00,0.00
Tuesday,7,PMax | Rem | FR,EUR,3.06,214,7,3.27%,0.09,0.65,0.00%,0.00,0.00
Friday,15,S | Brand | NL,EUR,37.57,35,10,28.57%,0.13,1.31,2.32%,0.23,5.68
Thursday,12,S | Brand | NL,EUR,265.22,23,8,34.78%,0.76,6.10,37.50%,3.00,2.03
Wednesday,2,S | Brand | NL,EUR,130.00,2,1,50.00%,0.26,0.26,0.00%,0.00,0.00
Sunday,12,S | Brand | NL,EUR,135.29,26,11,42.31%,0.32,3.52,18.18%,2.00,1.76
Saturday,23,PMax | Rem | DE,EUR,0.81,"5,159",23,0.45%,0.18,4.20,0.00%,0.00,0.00
Friday,13,PMax | Rem | DE,EUR,7.63,339,13,3.83%,0.20,2.59,0.00%,0.00,0.00
Thursday,14,PMax | Rem | DE,EUR,10.56,570,17,2.98%,0.35,6.02,0.00%,0.00,0.00
Thursday,17,PMax | Rem | DE,EUR,11.64,624,17,2.72%,0.43,7.27,0.00%,0.00,0.00
Monday,1,PMax | Rem | DE,EUR,11.62,62,15,24.19%,0.05,0.72,0.00%,0.00,0.00
Monday,16,PMax | Rem | DE,EUR,37.46,343,12,3.50%,1.07,12.85,0.00%,0.00,0.00
Sunday,19,PMax | Rem | DE,EUR,6.75,489,12,2.45%,0.28,3.30,0.00%,0.00,0.00
Saturday,14,PMax | Rem | UK,EUR,3.88,345,9,2.61%,0.15,1.34,0.00%,0.00,0.00
Friday,1,PMax | Rem | UK,EUR,0.32,412,6,1.46%,0.02,0.13,0.00%,0.00,0.00
Wednesday,19,PMAX | shopping | EU | EN,EUR,34.58,57,3,5.26%,0.66,1.97,0.00%,0.00,0.00
Tuesday,8,PMAX | shopping | EU | EN,EUR,0.16,"12,553",42,0.33%,0.05,2.05,0.00%,0.00,0.00
Monday,0,PMAX | shopping | EU | EN,EUR,0.09,440,1,0.23%,0.04,0.04,0.00%,0.00,0.00
Sunday,5,S | General | UK,EUR,0.00,2,0,0.00%,0,0.00,0.00%,0.00,0.00
Wednesday,5,S | General | EU | DE,EUR,0.00,11,0,0.00%,0,0.00,0.00%,0.00,0.00
Sunday,3,S | General | EU | DE,EUR,0.00,2,0,0.00%,0,0.00,0.00%,0.00,0.00
Saturday,22,S | Brand | UK,EUR,0.00,2,0,0.00%,0,0.00,0.00%,0.00,0.00
Sunday,11,S | Brand | UK,EUR,0.00,1,0,0.00%,0,0.00,0.00%,0.00,0.00
Saturday,23,S | General | EU | FR,EUR,0.00,29,0,0.00%,0,0.00,0.00%,0.00,0.00
Sunday,8,S | General | EU | FR,EUR,0.00,16,0,0.00%,0,0.00,0.00%,0.00,0.00
Wednesday,3,S | Brand | EU | DE,EUR,0.00,1,0,0.00%,0,0.00,0.00%,0.00,0.00
Sunday,9,S | Brand | EU | DE,EUR,0.00,11,0,0.00%,0,0.00,0.00%,0.00,0.00
Thursday,3,S | General | EU | EN,EUR,0.00,9,0,0.00%,0,0.00,0.00%,0.00,0.00
Saturday,14,Rem | EU | DE,EUR,0.00,36,0,0.00%,0,0.00,0.00%,0.00,0.00
Saturday,2,Rem | NL,EUR,0.00,22,0,0.00%,0,0.00,0.00%,0.00,0.00
Saturday,8,Rem | NL,EUR,0.00,166,0,0.00%,0,0.00,0.00%,0.00,0.00
Saturday,22,Rem | NL,EUR,0.00,88,0,0.00%,0,0.00,0.00%,0.00,0.00
Wednesday,14,Rem | NL,EUR,0.00,27,0,0.00%,0,0.00,0.00%,0.00,0.00
Sunday,18,Rem | NL,EUR,0.00,144,0,0.00%,0,0.00,0.00%,0.00,0.00
Saturday,7,Rem | EU | FR,EUR,0.00,1,0,0.00%,0,0.00,0.00%,0.00,0.00
Thursday,17,PMAX | shopping | EU | EN,EUR,0.00,105,0,0.00%,0,0.00,0.00%,0.00,0.00
